Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,rfh,rfh_avg
May,2018,Region V,136,1,2018-05-01,121.339654,60.69931
June,2018,Region V,235,7,2018-06-01,198.374136,65.955249
July,2018,Region V,408,3,2018-07-01,204.21551599999998,101.87996166666666
August,2018,Region V,355,3,2018-08-01,153.374132,74.17394666666667
September,2018,Region V,397,6,2018-09-01,356.146541,101.31835166666667
October,2018,Region V,320,3,2018-10-01,162.46206899999999,126.50854666666665
November,2018,Region V,355,3,2018-11-01,243.73449,120.96519333333333
December,2018,Region V,547,4,2018-12-01,679.048285,160.18674000000001
January,2019,Region V,342,2,2019-01-01,150.35517299999998,88.12889166666666
February,2019,Region V,387,9,2019-02-01,34.012068,55.015268
March,2019,Region V,436,7,2019-03-01,26.656897,55.289080000000006
April,2019,Region V,223,2,2019-04-01,54.2793124,35.61971333333333
May,2019,Region V,205,3,2019-05-01,153.129311,60.69931
June,2019,Region V,547,9,2019-06-01,182.34482500000001,65.955249
July,2019,Region V,1371,10,2019-07-01,270.146558,101.87996166666666
August,2019,Region V,2281,12,2019-08-01,271.570697,74.17394666666667
September,2019,Region V,2846,16,2019-09-01,174.68620900000002,101.31835166666667
October,2019,Region V,1292,7,2019-10-01,215.512073,126.50854666666665
November,2019,Region V,648,4,2019-11-01,266.649995,120.96519333333333
December,2019,Region V,563,7,2019-12-01,368.048267,160.18674000000001
January,2020,Region V,404,2,2020-01-01,178.087937,88.12889166666666
February,2020,Region V,394,3,2020-02-01,81.725863,55.015268
March,2020,Region V,335,5,2020-03-01,114.73966,55.289080000000006
April,2020,Region V,86,3,2020-04-01,74.05,35.61971333333333
May,2020,Region V,74,0,2020-05-01,178.870692,60.69931
June,2020,Region V,55,1,2020-06-01,179.325859,65.955249
July,2020,Region V,47,1,2020-07-01,220.444838,101.87996166666666
August,2020,Region V,83,4,2020-08-01,285.41552,74.17394666666667
September,2020,Region V,60,0,2020-09-01,263.574137,101.31835166666667
October,2020,Region V,53,0,2020-10-01,757.75171,126.50854666666665
November,2020,Region V,61,1,2020-11-01,507.06724,120.96519333333333
December,2020,Region V,69,1,2020-12-01,577.99999,160.18674000000001
January,2016,Region VI,971,1,2016-01-01,55.853697999999994,37.648936
February,2016,Region VI,674,2,2016-02-01,34.453997,25.222943
March,2016,Region VI,596,1,2016-03-01,22.3046754,29.456946000000002
April,2016,Region VI,560,1,2016-04-01,34.352941,23.911731
May,2016,Region VI,782,3,2016-05-01,211.963797,72.98970866666666
June,2016,Region VI,1137,4,2016-06-01,359.95173,121.29646533333333
July,2016,Region VI,4993,17,2016-07-01,369.081458,151.5388
August,2016,Region VI,7155,22,2016-08-01,247.398188,128.1306033333333
September,2016,Region VI,5039,16,2016-09-01,338.91703,103.723898
October,2016,Region VI,2562,12,2016-10-01,450.27754,103.32927666666666
November,2016,Region VI,1058,5,2016-11-01,290.628963,76.35466833333334
December,2016,Region VI,643,3,2016-12-01,221.365001,67.042334
January,2017,Region VI,727,5,2017-01-01,255.80542100000002,37.648936
February,2017,Region VI,454,5,2017-02-01,51.775264,25.222943
March,2017,Region VI,336,2,2017-03-01,90.46002999999999,29.456946000000002
April,2017,Region VI,310,6,2017-04-01,111.51885200000001,23.911731
May,2017,Region VI,346,3,2017-05-01,217.482653,72.98970866666666
June,2017,Region VI,630,5,2017-06-01,407.132725,121.29646533333333
July,2017,Region VI,1577,12,2017-07-01,438.423834,151.5388
August,2017,Region VI,2291,10,2017-08-01,353.69984999999997,128.1306033333333
September,2017,Region VI,686,648,2017-09-01,438.85670400000004,103.723898
October,2017,Region VI,488,668,2017-10-01,444.33937,103.32927666666666
November,2017,Region VI,627,8,2017-11-01,213.828055,76.35466833333334
December,2017,Region VI,811,8,2017-12-01,370.475105,67.042334
January,2018,Region VI,755,3,2018-01-01,250.212672,37.648936
February,2018,Region VI,574,3,2018-02-01,135.73755599999998,25.222943
March,2018,Region VI,456,6,2018-03-01,77.736048,29.456946000000002
April,2018,Region VI,487,5,2018-04-01,57.892911,23.911731
May,2018,Region VI,545,2,2018-05-01,180.05278800000002,72.98970866666666
June,2018,Region VI,1017,13,2018-06-01,337.06485,121.29646533333333
July,2018,Region VI,2701,15,2018-07-01,351.39366,151.5388
August,2018,Region VI,2639,16,2018-08-01,269.514317,128.1306033333333
September,2018,Region VI,2846,21,2018-09-01,298.63498,103.723898
October,2018,Region VI,1903,9,2018-10-01,139.862745,103.32927666666666
November,2018,Region VI,1724,9,2018-11-01,165.277521,76.35466833333334
December,2018,Region VI,1935,7,2018-12-01,196.577683,67.042334
January,2019,Region VI,1426,10,2019-01-01,54.307693,37.648936
February,2019,Region VI,2003,8,2019-02-01,23.808446,25.222943
March,2019,Region VI,2262,19,2019-03-01,33.5671195,29.456946000000002
April,2019,Region VI,1199,7,2019-04-01,38.6726984,23.911731
May,2019,Region VI,1386,9,2019-05-01,158.78884299999999,72.98970866666666
June,2019,Region VI,4859,31,2019-06-01,246.200607,121.29646533333333
July,2019,Region VI,13564,48,2019-07-01,384.04524,151.5388
August,2019,Region VI,18090,54,2019-08-01,484.49473,128.1306033333333
September,2019,Region VI,9048,32,2019-09-01,153.710406,103.723898
October,2019,Region VI,3475,8,2019-10-01,318.568624,103.32927666666666
November,2019,Region VI,1881,4,2019-11-01,205.604824,76.35466833333334
December,2019,Region VI,1164,3,2019-12-01,233.91856,67.042334
January,2020,Region VI,660,0,2020-01-01,65.315233,37.648936
February,2020,Region VI,784,1,2020-02-01,69.0874795,25.222943
March,2020,Region VI,630,2,2020-03-01,46.5007535,29.456946000000002
April,2020,Region VI,167,0,2020-04-01,25.6078431,23.911731
May,2020,Region VI,138,1,2020-05-01,193.318252,72.98970866666666
June,2020,Region VI,272,1,2020-06-01,383.31673,121.29646533333333
July,2020,Region VI,388,2,2020-07-01,419.401204,151.5388
August,2020,Region VI,473,4,2020-08-01,364.577678,128.1306033333333
September,2020,Region VI,169,2,2020-09-01,313.40573,103.723898
October,2020,Region VI,115,1,2020-10-01,563.11465,103.32927666666666
November,2020,Region VI,197,2,2020-11-01,225.357466,76.35466833333334
December,2020,Region VI,138,0,2020-12-01,353.42382499999997,67.042334
January,2016,Region VII,1690,10,2016-01-01,62.527658,52.125225
February,2016,Region VII,1175,7,2016-02-01,48.868086,31.177305666666665
March,2016,Region VII,1220,5,2016-03-01,22.9829783,35.344231666666666
April,2016,Region VII,984,15,2016-04-01,23.5999996,22.576406333333335
May,2016,Region VII,916,7,2016-05-01,146.22766099999998,43.41354666666666
June,2016,Region VII,756,8,2016-06-01,206.665958,70.368155
July,2016,Region VII,2473,20,2016-07-01,195.34468199999998,83.33014
August,2016,Region VII,4424,32,2016-08-01,93.948935,73.01966666666667
September,2016,Region VII,4458,31,2016-09-01,217.65532,63.08718566666667
October,2016,Region VII,4531,46,2016-10-01,361.546805,77.28872666666666
November,2016,Region VII,3771,36,2016-11-01,284.00426500000003,62.63761333333333
December,2016,Region VII,2997,26,2016-12-01,173.565953,61.85023566666666
January,2017,Region VII,2750,28,2017-01-01,337.148942,52.125225
February,2017,Region VII,1598,15,2017-02-01,78.076596,31.177305666666665
March,2017,Region VII,1058,11,2017-03-01,146.359578,35.344231666666666
April,2017,Region VII,750,16,2017-04-01,146.1276616,22.576406333333335
May,2017,Region VII,537,3,2017-05-01,153.004256,43.41354666666666
June,2017,Region VII,718,6,2017-06-01,183.491496,70.368155
July,2017,Region VII,1234,9,2017-07-01,263.87021300000004,83.33014
August,2017,Region VII,2647,10,2017-08-01,300.48298,73.01966666666667
September,2017,Region VII,2570,492,2017-09-01,300.468085,63.08718566666667
October,2017,Region VII,421,584,2017-10-01,334.62553,77.28872666666666
November,2017,Region VII,691,6,2017-11-01,161.836166,62.63761333333333
December,2017,Region VII,966,9,2017-12-01,235.81276300000002,61.85023566666666
January,2018,Region VII,659,4,2018-01-01,289.397874,52.125225
February,2018,Region VII,567,1,2018-02-01,202.882975,31.177305666666665
March,2018,Region VII,478,7,2018-03-01,76.25745,35.344231666666666
April,2018,Region VII,402,1,2018-04-01,67.01064,22.576406333333335
May,2018,Region VII,328,5,2018-05-01,102.636169,43.41354666666666
June,2018,Region VII,636,3,2018-06-01,193.765955,70.368155
July,2018,Region VII,1539,6,2018-07-01,176.72127500000002,83.33014
August,2018,Region VII,2417,12,2018-08-01,128.612766,73.01966666666667
September,2018,Region VII,2830,5,2018-09-01,200.148933,63.08718566666667
October,2018,Region VII,3185,32,2018-10-01,132.76382999999998,77.28872666666666
November,2018,Region VII,4123,29,2018-11-01,171.69574799999998,62.63761333333333
December,2018,Region VII,4725,26,2018-12-01,197.989369,61.85023566666666
January,2019,Region VII,2461,17,2019-01-01,119.482981,52.125225
February,2019,Region VII,2815,13,2019-02-01,35.355319,31.177305666666665
March,2019,Region VII,1831,9,2019-03-01,66.453192,35.344231666666666
April,2019,Region VII,571,4,2019-04-01,29.4148931,22.576406333333335
May,2019,Region VII,535,6,2019-05-01,58.695745,43.41354666666666
June,2019,Region VII,1030,14,2019-06-01,139.865964,70.368155
July,2019,Region VII,2124,14,2019-07-01,257.965956,83.33014
August,2019,Region VII,3858,12,2019-08-01,166.159578,73.01966666666667
September,2019,Region VII,5534,16,2019-09-01,75.28936,63.08718566666667
October,2019,Region VII,3791,7,2019-10-01,204.678724,77.28872666666666
November,2019,Region VII,2823,15,2019-11-01,103.306381,62.63761333333333
December,2019,Region VII,3680,16,2019-12-01,199.553193,61.85023566666666
January,2020,Region VII,3389,8,2020-01-01,51.617021,52.125225
February,2020,Region VII,3464,18,2020-02-01,99.229788,31.177305666666665
March,2020,Region VII,2119,6,2020-03-01,64.29574600000001,35.344231666666666
April,2020,Region VII,578,2,2020-04-01,25.448937,22.576406333333335
May,2020,Region VII,290,3,2020-05-01,109.340424,43.41354666666666
June,2020,Region VII,252,2,2020-06-01,218.600001,70.368155
July,2020,Region VII,355,3,2020-07-01,230.09787,83.33014
August,2020,Region VII,626,5,2020-08-01,271.148932,73.01966666666667
September,2020,Region VII,473,4,2020-09-01,150.280848,63.08718566666667
October,2020,Region VII,350,0,2020-10-01,431.40638,77.28872666666666
November,2020,Region VII,303,3,2020-11-01,149.761704,62.63761333333333
December,2020,Region VII,207,0,2020-12-01,326.96171100000004,61.85023566666666
January,2016,Region VIII,469,4,2016-01-01,148.91919000000001,144.16761466666665
February,2016,Region VIII,376,1,2016-02-01,75.002887,85.880792
March,2016,Region VIII,273,2,2016-03-01,46.720057,90.13400833333333
April,2016,Region VIII,217,0,2016-04-01,68.831167,58.41285933333333
May,2016,Region VIII,364,3,2016-05-01,129.248199,65.24898366666667
June,2016,Region VIII,426,11,2016-06-01,235.023086,83.620633
July,2016,Region VIII,921,7,2016-07-01,392.35353,99.75310333333334
August,2016,Region VIII,839,7,2016-08-01,111.844157,76.41068
September,2016,Region VIII,575,4,2016-09-01,257.246754,82.87794000000001
October,2016,Region VIII,421,0,2016-10-01,438.84848999999997,108.32254666666667
November,2016,Region VIII,278,0,2016-11-01,573.16017,134.54183
December,2016,Region VIII,229,3,2016-12-01,436.85138,184.4779566666667
January,2017,Region VIII,620,3,2017-01-01,583.86004,144.16761466666665
February,2017,Region VIII,438,0,2017-02-01,194.48051999999998,85.880792
March,2017,Region VIII,323,1,2017-03-01,402.808095,90.13400833333333
April,2017,Region VIII,356,1,2017-04-01,214.73448000000002,58.41285933333333
May,2017,Region VIII,220,2,2017-05-01,201.47330399999998,65.24898366666667
June,2017,Region VIII,236,2,2017-06-01,190.53535499999998,83.620633
July,2017,Region VIII,433,2,2017-07-01,437.82538,99.75310333333334
August,2017,Region VIII,417,0,2017-08-01,188.795097,76.41068
September,2017,Region VIII,198,147,2017-09-01,355.78211,82.87794000000001
October,2017,Region VIII,144,236,2017-10-01,349.00577,108.32254666666667
November,2017,Region VIII,191,2,2017-11-01,293.78643,134.54183
December,2017,Region VIII,340,2,2017-12-01,925.1472100000001,184.4779566666667
January,2018,Region VIII,485,2,2018-01-01,900.92206,144.16761466666665
February,2018,Region VIII,313,4,2018-02-01,643.17171,85.880792
March,2018,Region VIII,241,4,2018-03-01,180.44444299999998,90.13400833333333
April,2018,Region VIII,270,1,2018-04-01,213.343428,58.41285933333333
May,2018,Region VIII,325,1,2018-05-01,207.418477,65.24898366666667
June,2018,Region VIII,503,4,2018-06-01,256.313134,83.620633
July,2018,Region VIII,813,6,2018-07-01,287.330445,99.75310333333334
August,2018,Region VIII,1106,4,2018-08-01,148.161612,76.41068
September,2018,Region VIII,1315,6,2018-09-01,232.666669,82.87794000000001
October,2018,Region VIII,1563,3,2018-10-01,155.519485,108.32254666666667
November,2018,Region VIII,1781,11,2018-11-01,392.705626,134.54183
December,2018,Region VIII,2261,14,2018-12-01,756.336236,184.4779566666667
January,2019,Region VIII,1000,5,2019-01-01,236.177486,144.16761466666665
February,2019,Region VIII,1178,5,2019-02-01,51.683982,85.880792
March,2019,Region VIII,815,1,2019-03-01,57.777777,90.13400833333333
April,2019,Region VIII,488,5,2019-04-01,68.858588,58.41285933333333
May,2019,Region VIII,427,3,2019-05-01,120.738815,65.24898366666667
June,2019,Region VIII,1031,4,2019-06-01,239.744591,83.620633
July,2019,Region VIII,3699,11,2019-07-01,236.004331,99.75310333333334
August,2019,Region VIII,7557,19,2019-08-01,210.64068600000002,76.41068
September,2019,Region VIII,6084,9,2019-09-01,106.656566,82.87794000000001
October,2019,Region VIII,2634,4,2019-10-01,237.05338899999998,108.32254666666667
November,2019,Region VIII,1218,5,2019-11-01,226.720061,134.54183
December,2019,Region VIII,740,2,2019-12-01,462.04328999999996,184.4779566666667
January,2020,Region VIII,897,3,2020-01-01,217.60317600000002,144.16761466666665
February,2020,Region VIII,1500,3,2020-02-01,168.079367,85.880792
March,2020,Region VIII,1210,2,2020-03-01,152.69263899999999,90.13400833333333
April,2020,Region VIII,279,1,2020-04-01,90.676768,58.41285933333333
May,2020,Region VIII,192,0,2020-05-01,179.38384,65.24898366666667
June,2020,Region VIII,129,1,2020-06-01,277.34488,83.620633
July,2020,Region VIII,121,0,2020-07-01,213.95959,99.75310333333334
August,2020,Region VIII,138,0,2020-08-01,313.828278,76.41068
September,2020,Region VIII,120,1,2020-09-01,207.52813899999998,82.87794000000001
October,2020,Region VIII,95,0,2020-10-01,501.3896,108.32254666666667
November,2020,Region VIII,110,1,2020-11-01,469.239546,134.54183
December,2020,Region VIII,41,0,2020-12-01,582.67531,184.4779566666667
January,2016,Region X,1450,4,2016-01-01,28.7848327,67.26178533333332
February,2016,Region X,1184,3,2016-02-01,55.202822,54.136174000000004
March,2016,Region X,944,2,2016-03-01,36.620811,63.531101
April,2016,Region X,768,3,2016-04-01,69.90476699999999,48.353909666666674
May,2016,Region X,825,4,2016-05-01,231.3739,73.73394
June,2016,Region X,973,4,2016-06-01,388.37037,113.28806866666666
July,2016,Region X,2519,10,2016-07-01,366.67372,119.66940799999999
August,2016,Region X,2897,11,2016-08-01,207.60846,102.334098
September,2016,Region X,2386,10,2016-09-01,385.62435,107.70336999999999
October,2016,Region X,1794,10,2016-10-01,366.28924,92.99806000000001
November,2016,Region X,1066,6,2016-11-01,291.201056,82.73270833333333
December,2016,Region X,874,2,2016-12-01,269.194,83.374565
January,2017,Region X,1097,4,2017-01-01,422.23457,67.26178533333332
February,2017,Region X,600,2,2017-02-01,194.934744,54.136174000000004
March,2017,Region X,482,4,2017-03-01,282.75485000000003,63.531101
April,2017,Region X,451,2,2017-04-01,212.43210299999998,48.353909666666674
May,2017,Region X,356,2,2017-05-01,312.92239,73.73394
June,2017,Region X,451,1,2017-06-01,352.02117,113.28806866666666
July,2017,Region X,686,3,2017-07-01,368.340394,119.66940799999999
August,2017,Region X,1354,4,2017-08-01,310.474424,102.334098
September,2017,Region X,290,243,2017-09-01,385.897704,107.70336999999999
October,2017,Region X,227,282,2017-10-01,327.165789,92.99806000000001
November,2017,Region X,276,1,2017-11-01,270.10053,82.73270833333333
December,2017,Region X,409,0,2017-12-01,335.724856,83.374565
January,2018,Region X,429,4,2018-01-01,231.987663,67.26178533333332
February,2018,Region X,482,3,2018-02-01,210.631394,54.136174000000004
March,2018,Region X,655,11,2018-03-01,91.126982,63.531101
April,2018,Region X,813,6,2018-04-01,193.767197,48.353909666666674
May,2018,Region X,833,6,2018-05-01,231.30158,73.73394
June,2018,Region X,1535,10,2018-06-01,279.16931,113.28806866666666
July,2018,Region X,3062,16,2018-07-01,348.59789,119.66940799999999
August,2018,Region X,2856,11,2018-08-01,253.899475,102.334098
September,2018,Region X,3864,9,2018-09-01,318.29805600000003,107.70336999999999
October,2018,Region X,2341,7,2018-10-01,186.201054,92.99806000000001
November,2018,Region X,3672,6,2018-11-01,187.56965499999998,82.73270833333333
December,2018,Region X,2955,12,2018-12-01,150.107584,83.374565
January,2019,Region X,1476,0,2019-01-01,176.902998,67.26178533333332
February,2019,Region X,1710,6,2019-02-01,37.2310406,54.136174000000004
March,2019,Region X,1684,14,2019-03-01,117.52204499999999,63.531101
April,2019,Region X,992,5,2019-04-01,83.345678,48.353909666666674
May,2019,Region X,1184,3,2019-05-01,130.395061,73.73394
June,2019,Region X,2415,6,2019-06-01,352.194,113.28806866666666
July,2019,Region X,3893,19,2019-07-01,333.633165,119.66940799999999
August,2019,Region X,4807,17,2019-08-01,241.038805,102.334098
September,2019,Region X,4406,13,2019-09-01,146.645504,107.70336999999999
October,2019,Region X,2023,7,2019-10-01,295.132274,92.99806000000001
November,2019,Region X,1897,2,2019-11-01,148.830688,82.73270833333333
December,2019,Region X,1869,3,2019-12-01,165.063489,83.374565
January,2020,Region X,945,6,2020-01-01,64.09876399999999,67.26178533333332
February,2020,Region X,1150,3,2020-02-01,65.167549,54.136174000000004
March,2020,Region X,966,3,2020-03-01,100.1816555,63.531101
April,2020,Region X,323,4,2020-04-01,59.924161000000005,48.353909666666674
May,2020,Region X,330,0,2020-05-01,185.952378,73.73394
June,2020,Region X,309,0,2020-06-01,394.64374,113.28806866666666
July,2020,Region X,465,3,2020-07-01,383.144616,119.66940799999999
August,2020,Region X,597,4,2020-08-01,404.99293,102.334098
September,2020,Region X,357,3,2020-09-01,285.010585,107.70336999999999
October,2020,Region X,221,5,2020-10-01,408.749566,92.99806000000001
November,2020,Region X,281,3,2020-11-01,225.354496,82.73270833333333
December,2020,Region X,281,1,2020-12-01,365.16226,83.374565
January,2016,Region XI,790,6,2016-01-01,20.1599353,96.60007133333333
February,2016,Region XI,711,3,2016-02-01,43.497575,69.68748666666666
March,2016,Region XI,564,8,2016-03-01,67.0,74.73904133333333
April,2016,Region XI,557,4,2016-04-01,42.835218999999995,66.87569333333333
May,2016,Region XI,628,5,2016-05-01,228.012922,76.85776466666667
June,2016,Region XI,1015,14,2016-06-01,287.327945,83.92156
July,2016,Region XI,2330,13,2016-07-01,238.242326,77.80134533333334
August,2016,Region XI,2063,9,2016-08-01,140.982232,72.965375
September,2016,Region XI,1010,12,2016-09-01,285.93862,75.60746666666667
October,2016,Region XI,1035,7,2016-10-01,427.17607999999996,81.98773833333333
November,2016,Region XI,749,9,2016-11-01,260.51858,70.88994666666666
December,2016,Region XI,685,5,2016-12-01,279.28756599999997,85.23771166666667
January,2017,Region XI,847,10,2017-01-01,555.79321,96.60007133333333
February,2017,Region XI,479,5,2017-02-01,329.36832999999996,69.68748666666666
March,2017,Region XI,304,2,2017-03-01,338.697904,74.73904133333333
April,2017,Region XI,253,0,2017-04-01,212.599353,66.87569333333333
May,2017,Region XI,233,1,2017-05-01,311.22132999999997,76.85776466666667
June,2017,Region XI,241,2,2017-06-01,256.33279,83.92156
July,2017,Region XI,411,3,2017-07-01,341.55735500000003,77.80134533333334
August,2017,Region XI,316,3,2017-08-01,227.7706,72.965375
September,2017,Region XI,153,109,2017-09-01,284.5622,75.60746666666667
October,2017,Region XI,58,72,2017-10-01,308.67043,81.98773833333333
November,2017,Region XI,94,0,2017-11-01,308.22456999999997,70.88994666666666
December,2017,Region XI,278,2,2017-12-01,317.16801,85.23771166666667
January,2018,Region XI,234,0,2018-01-01,289.287563,96.60007133333333
February,2018,Region XI,205,1,2018-02-01,219.033928,69.68748666666666
March,2018,Region XI,191,0,2018-03-01,107.872372,74.73904133333333
April,2018,Region XI,223,1,2018-04-01,247.73828,66.87569333333333
May,2018,Region XI,228,1,2018-05-01,276.583195,76.85776466666667
June,2018,Region XI,477,4,2018-06-01,189.47173,83.92156
July,2018,Region XI,783,5,2018-07-01,276.04846,77.80134533333334
August,2018,Region XI,876,4,2018-08-01,201.048466,72.965375
September,2018,Region XI,792,2,2018-09-01,211.789983,75.60746666666667
October,2018,Region XI,609,2,2018-10-01,171.331178,81.98773833333333
November,2018,Region XI,742,1,2018-11-01,154.951534,70.88994666666666
December,2018,Region XI,956,1,2018-12-01,178.452344,85.23771166666667
January,2019,Region XI,627,0,2019-01-01,238.208398,96.60007133333333
February,2019,Region XI,841,5,2019-02-01,23.515347499999997,69.68748666666666
March,2019,Region XI,806,2,2019-03-01,171.77867500000002,74.73904133333333
April,2019,Region XI,339,1,2019-04-01,113.101774,66.87569333333333
May,2019,Region XI,257,0,2019-05-01,143.92407,76.85776466666667
June,2019,Region XI,584,3,2019-06-01,323.77383,83.92156
July,2019,Region XI,1115,10,2019-07-01,265.92406800000003,77.80134533333334
August,2019,Region XI,1284,9,2019-08-01,207.704358,72.965375
September,2019,Region XI,1141,9,2019-09-01,92.242329,75.60746666666667
October,2019,Region XI,534,4,2019-10-01,240.486263,81.98773833333333
November,2019,Region XI,437,2,2019-11-01,132.221327,70.88994666666666
December,2019,Region XI,501,1,2019-12-01,168.400646,85.23771166666667
January,2020,Region XI,220,2,2020-01-01,150.42649,96.60007133333333
February,2020,Region XI,312,0,2020-02-01,56.085621,69.68748666666666
March,2020,Region XI,352,3,2020-03-01,134.26655399999999,74.73904133333333
April,2020,Region XI,80,0,2020-04-01,115.276251,66.87569333333333
May,2020,Region XI,70,0,2020-05-01,197.76252,76.85776466666667
June,2020,Region XI,51,0,2020-06-01,294.759295,83.92156
July,2020,Region XI,126,2,2020-07-01,214.15993699999999,77.80134533333334
August,2020,Region XI,185,3,2020-08-01,292.94184,72.965375
September,2020,Region XI,146,2,2020-09-01,180.98384499999997,75.60746666666667
October,2020,Region XI,113,1,2020-10-01,355.77866,81.98773833333333
November,2020,Region XI,154,0,2020-11-01,202.93699,70.88994666666666
December,2020,Region XI,127,0,2020-12-01,295.875608,85.23771166666667
January,2016,Region XII,1231,9,2016-01-01,23.7656761,40.80726133333334
February,2016,Region XII,843,0,2016-02-01,31.470297,37.49824
March,2016,Region XII,666,4,2016-03-01,36.037954,47.920939000000004
April,2016,Region XII,654,2,2016-04-01,59.9207925,45.65988333333333
May,2016,Region XII,730,3,2016-05-01,232.06931,71.06787766666666
June,2016,Region XII,1260,5,2016-06-01,309.78053,85.244021
July,2016,Region XII,3251,15,2016-07-01,219.551153,81.046133
August,2016,Region XII,2582,11,2016-08-01,163.381194,69.19008066666667
September,2016,Region XII,1083,1036,2016-09-01,273.65512,72.12381666666666
October,2016,Region XII,928,1270,2016-10-01,366.45543499999997,74.9879
November,2016,Region XII,1216,6,2016-11-01,190.475249,58.711347999999994
December,2016,Region XII,1569,8,2016-12-01,158.016502,49.11021300000001
January,2017,Region XII,1512,8,2017-01-01,209.526406,40.80726133333334
February,2017,Region XII,1012,10,2017-02-01,145.495047,37.49824
March,2017,Region XII,968,3,2017-03-01,223.486797,47.920939000000004
April,2017,Region XII,1070,4,2017-04-01,151.66172,45.65988333333333
May,2017,Region XII,758,2,2017-05-01,304.56766,71.06787766666666
June,2017,Region XII,806,2,2017-06-01,265.016499,85.244021
July,2017,Region XII,771,2,2017-07-01,304.94886,81.046133
August,2017,Region XII,733,1,2017-08-01,216.760735,69.19008066666667
September,2017,Region XII,694,10,2017-09-01,293.21781999999996,72.12381666666666
October,2017,Region XII,549,2,2017-10-01,272.404291,74.9879
November,2017,Region XII,349,0,2017-11-01,218.14191,58.711347999999994
December,2017,Region XII,391,2,2017-12-01,247.435654,49.11021300000001
January,2018,Region XII,433,1,2018-01-01,120.924096,40.80726133333334
February,2018,Region XII,378,1,2018-02-01,119.308581,37.49824
March,2018,Region XII,477,2,2018-03-01,66.198021,47.920939000000004
April,2018,Region XII,476,1,2018-04-01,237.366334,45.65988333333333
May,2018,Region XII,490,2,2018-05-01,257.973591,71.06787766666666
June,2018,Region XII,850,8,2018-06-01,164.490101,85.244021
July,2018,Region XII,1195,5,2018-07-01,264.65678,81.046133
August,2018,Region XII,927,5,2018-08-01,203.036302,69.19008066666667
September,2018,Region XII,1016,6,2018-09-01,182.566004,72.12381666666666
October,2018,Region XII,927,5,2018-10-01,188.94719099999998,74.9879
November,2018,Region XII,855,2,2018-11-01,108.87128899999999,58.711347999999994
December,2018,Region XII,1149,4,2018-12-01,107.20132100000001,49.11021300000001
January,2019,Region XII,978,2,2019-01-01,80.153464,40.80726133333334
February,2019,Region XII,1588,3,2019-02-01,21.4504944,37.49824
March,2019,Region XII,1658,12,2019-03-01,89.0561055,47.920939000000004
April,2019,Region XII,920,7,2019-04-01,78.902639,45.65988333333333
May,2019,Region XII,1286,4,2019-05-01,154.30032799999998,71.06787766666666
June,2019,Region XII,2689,15,2019-06-01,314.32013,85.244021
July,2019,Region XII,3114,15,2019-07-01,268.485156,81.046133
August,2019,Region XII,3579,4,2019-08-01,184.833335,69.19008066666667
September,2019,Region XII,2434,16,2019-09-01,104.016504,72.12381666666666
October,2019,Region XII,1159,7,2019-10-01,238.709565,74.9879
November,2019,Region XII,753,2,2019-11-01,110.075907,58.711347999999994
December,2019,Region XII,482,4,2019-12-01,91.231023,49.11021300000001
January,2020,Region XII,423,4,2020-01-01,108.798682,40.80726133333334
February,2020,Region XII,648,1,2020-02-01,42.3415837,37.49824
March,2020,Region XII,703,2,2020-03-01,89.49999700000001,47.920939000000004
April,2020,Region XII,228,0,2020-04-01,59.0,45.65988333333333
May,2020,Region XII,316,5,2020-05-01,159.927393,71.06787766666666
June,2020,Region XII,347,3,2020-06-01,297.46369,85.244021
July,2020,Region XII,621,3,2020-07-01,230.858089,81.046133
August,2020,Region XII,550,4,2020-08-01,251.09406,69.19008066666667
September,2020,Region XII,136,117,2020-09-01,179.037955,72.12381666666666
October,2020,Region XII,76,80,2020-10-01,315.937296,74.9879
November,2020,Region XII,117,27,2020-11-01,155.268974,58.711347999999994
December,2020,Region XII,198,2,2020-12-01,215.816834,49.11021300000001
January,2016,Region XIII,1116,6,2016-01-01,71.906559,188.69808666666665
February,2016,Region XIII,679,3,2016-02-01,117.085246,118.12084
March,2016,Region XIII,569,3,2016-03-01,60.706557000000004,119.515627
April,2016,Region XIII,420,1,2016-04-01,63.485247,88.31648666666666
May,2016,Region XIII,566,2,2016-05-01,181.850816,71.80923666666666
June,2016,Region XIII,615,2,2016-06-01,263.39672099999996,80.766412
July,2016,Region XIII,897,2,2016-07-01,307.36393,89.31045466666667
August,2016,Region XIII,851,9,2016-08-01,168.177051,85.13732333333333
September,2016,Region XIII,331,308,2016-09-01,311.00164,81.13500733333333
October,2016,Region XIII,277,481,2016-10-01,404.39017,86.41145833333333
November,2016,Region XIII,396,1,2016-11-01,456.84263,103.58451833333334
December,2016,Region XIII,498,6,2016-12-01,528.87705,162.31814
January,2017,Region XIII,537,4,2017-01-01,972.50818,188.69808666666665
February,2017,Region XIII,290,1,2017-02-01,529.63606,118.12084
March,2017,Region XIII,461,2,2017-03-01,596.4951,119.515627
April,2017,Region XIII,207,0,2017-04-01,354.418042,88.31648666666666
May,2017,Region XIII,155,0,2017-05-01,315.986891,71.80923666666666
June,2017,Region XIII,168,0,2017-06-01,230.313104,80.766412
July,2017,Region XIII,186,1,2017-07-01,319.31311,89.31045466666667
