Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,Is_Outbreak,rfh,rfh_avg,rfh_lag1,rfh^2,rfh rfh_avg,rfh rfh_lag1,rfh_avg^2,rfh_avg rfh_lag1,rfh_lag1^2
April,2016,Region X,768,3,2016-04-01,0,-0.979228803397547,-0.6855246797621853,-1.167722048465174,-0.6779372398707018,-0.765362684394641,-0.7702636306825219,-0.7052915281302772,-0.8873860893221482,-0.7004786438820473
May,2016,Region X,825,4,2016-05-01,0,0.06508416984519282,-0.05069170232771472,-0.9510136082554267,-0.19292920052844134,-0.19081233474731343,-0.5950722455594913,-0.2681992134040636,-0.7221784353296233,-0.6644274652315377
June,2016,Region X,973,4,2016-06-01,0,1.080469880588525,0.9386792693179382,0.10029543549076304,0.777119304166691,0.9405536208051509,0.3531245816200262,0.7753024078408477,0.3059790927003302,-0.16978827331228497
July,2016,Region X,2519,10,2016-07-01,1,0.9401452708632279,1.0982962830012961,1.1224834269703938,0.613793036142994,0.9355933925238414,1.0293086072569735,0.9850017566429912,1.2953980882999208,0.8195231804433869
August,2016,Region X,2897,11,2016-08-01,1,-0.0886204846959443,0.6646866175472756,0.9812187534058447,-0.2969413259993823,-0.015031282596855926,0.1763885935085635,0.44212651638290323,0.8582666044386273,0.6529536255469605
September,2016,Region X,2386,10,2016-09-01,1,1.062709803120443,0.7989887001550654,-0.05443891860159113,0.7559292173069917,0.8370380510180926,0.227016538356006,0.6012084161089281,0.1179121923445315,-0.27586584217593013
October,2016,Region X,1794,10,2016-10-01,0,0.9376586194240802,0.4311634608315307,1.1046043710377165,0.6109834210667617,0.5233501149265112,1.014443670309824,0.18488269767505075,0.7771709806892125,0.7979123068273644
November,2016,Region X,1066,6,2016-11-01,0,0.45202050871199795,0.174395297934461,0.9787154433698669,0.11877165467969751,0.10451718637696927,0.5693771695076273,-0.06958357520363023,0.5057851056870748,0.6500882179285705
December,2016,Region X,874,2,2016-12-01,0,0.3096883263519214,0.19045011636590337,0.489823941625828,-0.004183654607791044,0.03530543366628927,0.20553545949493174,-0.05454400951992146,0.2115914017412472,0.14810224938870573
January,2017,Region X,1097,4,2017-01-01,0,1.2994889756404988,-0.21258028809745386,0.3465382462785394,1.0507980741954237,0.28546769144872897,0.6594450539697907,-0.39692436806721554,-0.08977743340312326,0.022705328317822748
February,2017,Region X,600,2,2017-02-01,0,-0.17058863422452386,-0.5408923828408511,1.342969776638412,-0.3478049749113449,-0.464106631355063,0.2559613670967756,-0.6216949736128291,0.14222920908437425,1.0986365861429115
March,2017,Region X,482,4,2017-03-01,0,0.39739407741456456,-0.3058962302808481,-0.13695618986650093,0.0704400470031515,-0.15286086476106595,-0.09392088876071797,-0.46575491434030797,-0.3691627072106717,-0.32773952705339554
April,2017,Region X,451,2,2017-04-01,0,-0.05742323436332789,-0.6855246797621853,0.434831556467339,-0.27674104397816357,-0.47591262147698876,-0.030255387248097194,-0.7052915281302772,-0.3062804020517837,0.09881088630592888
May,2017,Region X,356,2,2017-05-01,0,0.5925047639432354,-0.05069170232771472,-0.023032671379696366,0.24960041538673675,0.0617259641575747,0.05221188785288498,-0.2681992134040636,-0.20906018510602148,-0.25526442866314175
June,2017,Region X,451,1,2017-06-01,0,0.8453788732751023,0.9386792693179382,0.6312493301948718,0.508802824328446,0.7676026851865629,0.6143067842627093,0.7753024078408477,0.7570574076991308,0.28152897065231036
July,2017,Region X,686,3,2017-07-01,0,0.9509246021696415,1.0982962830012961,0.8858174959472861,0.6260064586734052,0.943970183694727,0.865345821539684,0.9850017566429912,1.0830101484683083,0.5458785477775142
August,2017,Region X,1354,4,2017-08-01,0,0.5766723716812596,0.6646866175472756,0.9920702977017855,0.23438579913748578,0.4270844322872733,0.6684175984439436,0.44212651638290323,0.8665942623966151,0.6654095787703417
September,2017,Region X,290,243,2017-09-01,0,1.0644777393394835,0.7989887001550654,0.6153108734337075,0.7580318568183122,0.8382745638040928,0.7385640015082326,0.6012084161089281,0.6588568617044287,0.266012226853389
October,2017,Region X,227,282,2017-10-01,0,0.6846249486646873,0.4311634608315307,1.106384151030368,0.34049635638765274,0.3705390047993804,0.8214508539296888,0.18488269767505075,0.7784122075773915,0.8000566999598732
November,2017,Region X,276,1,2017-11-01,0,0.3155513728800384,0.174395297934461,0.7239866472546311,0.0006904993065640644,0.03119854495506789,0.3339364588316259,-0.06958357520363023,0.3477453861535874,0.3742298975614936
December,2017,Region X,409,0,2017-12-01,0,0.7399813164167441,0.19045011636590337,0.3524405705786718,0.39706286303237714,0.2682757438821548,0.36368553347891236,-0.05454400951992146,0.1256942594918933,0.027676271803123032
January,2018,Region X,429,4,2018-01-01,0,0.06905372521152026,-0.21258028809745386,0.7797138588643543,-0.19009381739260792,-0.25197217822883256,0.19902985432701045,-0.39692436806721554,0.12871849803665247,0.4319196859088917
February,2018,Region X,482,3,2018-02-01,0,-0.06906944645845925,-0.5408923828408511,0.10429158373673647,-0.2843362600433467,-0.42841729932489825,-0.174410374831891,-0.6216949736128291,-0.36064228388658975,-0.16689658593944862
March,2018,Region X,655,11,2018-03-01,0,-0.8419726354001213,-0.3058962302808481,-0.03475690387963287,-0.6438655822606937,-0.6641763378799364,-0.5562091094775317,-0.46575491434030797,-0.32047209793424036,-0.26301046838246106
April,2018,Region X,813,6,2018-04-01,0,-0.1781398265565631,-0.6855246797621853,-0.8128379325501137,-0.3523295950527774,-0.5138180392562987,-0.5759849182135969,-0.7052915281302772,-0.7587007352438729,-0.6296792222737114
May,2018,Region X,833,6,2018-05-01,0,0.06461643515917759,-0.05069170232771472,-0.1445579692115273,-0.19326280045360397,-0.19103629437889957,-0.22646560752961667,-0.2681992134040636,-0.27625644496811563,-0.3323539958228923
June,2018,Region X,1535,10,2018-06-01,0,0.3742043453059466,0.9386792693179382,0.09982456735249345,0.05035266587484632,0.42097064518143507,0.027730452296035952,0.7753024078408477,0.3055790609677903,-0.17012849777048267
July,2018,Region X,3062,16,2018-07-01,1,0.8232385691276688,1.0982962830012961,0.4114864715047923,0.4848908512218399,0.8447433203739034,0.44911016445320445,0.9850017566429912,0.6573376038648214,0.07832461564007857
August,2018,Region X,2856,11,2018-08-01,1,0.21076991030341607,0.6646866175472756,0.8635288692827988,-0.08394754707134786,0.1839265105701526,0.3357530559923428,0.44212651638290323,0.7679494041062712,0.521491737466727
September,2018,Region X,3864,9,2018-09-01,1,0.6272722618502189,0.7989887001550654,0.2469571551216171,0.2834306007978794,0.5324885534252098,0.23675568736953298,0.6012084161089281,0.36134429398224177,-0.058642492980178
October,2018,Region X,2341,7,2018-10-01,1,-0.2270743885097121,0.4311634608315307,0.6662497428245657,-0.38099201784416825,-0.18005091233566,-0.04053425948370659,0.18488269767505075,0.4714604134605179,0.3160309463245887
November,2018,Region X,3672,6,2018-11-01,1,-0.21822286529324075,0.174395297934461,-0.1938203540053872,-0.37589198280090524,-0.2555740042392396,-0.35377171191401174,-0.06958357520363023,-0.22168360372545998,-0.36158558890577885
December,2018,Region X,2955,12,2018-12-01,1,-0.4605114440635289,0.19045011636590337,-0.18490953258802012,-0.5020121720276102,-0.38169805833771614,-0.4408906986253437,-0.05454400951992146,-0.21027681107945878,-0.35638427880794915
January,2019,Region X,1476,0,2019-01-01,0,-0.28721021958980775,-0.21258028809745386,-0.42882125310095476,-0.4146520321148637,-0.4075841439930494,-0.4614947471509668,-0.39692436806721554,-0.48087261765484257,-0.48500892710945376
February,2019,Region X,1710,6,2019-02-01,0,-1.190548426719633,-0.5408923828408511,-0.25435904756521777,-0.7128371540226366,-0.8226761244016192,-0.7184517710996272,-0.6216949736128291,-0.5062452172806944,-0.3959140142271951
March,2019,Region X,1684,14,2019-03-01,0,-0.6712607091742002,-0.3058962302808481,-1.1637489058259451,-0.5889582795728536,-0.5937471029951263,-0.7469012251828455,-0.46575491434030797,-0.858355586181382,-0.7000204120156266
April,2019,Region X,992,5,2019-04-01,0,-0.8922987662522985,-0.6855246797621853,-0.6409823715113953,-0.6574009733242038,-0.7380663590453721,-0.677161579408033,-0.7052915281302772,-0.6963837908363603,-0.5736815858864653
May,2019,Region X,1184,3,2019-05-01,0,-0.5880035728795416,-0.05069170232771472,-0.863501208653407,-0.5571399155933527,-0.5035222846979572,-0.6633550350705416,-0.2681992134040636,-0.6737892846776308,-0.6434833953077197
June,2019,Region X,2415,6,2019-06-01,1,0.8464966634546381,0.9386792693179382,-0.5571674782891136,0.5100162566228231,0.7684250171829471,-0.21223712346117868,0.7753024078408477,-0.25257649240805313,-0.5412313818272568
July,2019,Region X,3893,19,2019-07-01,1,0.7264531577728562,1.0982962830012961,0.8869427744364614,0.3831040965295337,0.7695298255604435,0.708866915804627,0.9850017566429912,1.0840199920863551,0.5471160760674646
August,2019,Region X,4807,17,2019-08-01,1,0.1275926226320089,0.6646866175472756,0.7660950722630633,-0.1474083674631722,0.12865162576045142,0.23164478082617038,0.44212651638290323,0.6931770663633507,0.41768373016572596
September,2019,Region X,4406,13,2019-09-01,1,-0.48290268993963226,0.7989887001550654,0.16322264544517442,-0.5122550827850779,-0.24397923302589372,-0.3483465654077055,0.6012084161089281,0.29371346051339137,-0.12336350040866187
October,2019,Region X,2023,7,2019-10-01,1,0.477445937595953,0.4311634608315307,-0.45136250260511124,0.14175232819549974,0.24542026237494285,-0.24626785259760772,0.18488269767505075,-0.30796759186193606,-0.4954552386939913
November,2019,Region X,1897,2,2019-11-01,1,-0.46876985874320487,0.174395297934461,0.5154197007628875,-0.505817815409784,-0.3901814747130975,-0.23796884207867325,-0.06958357520363023,0.21834556080914702,0.17153926662460978
December,2019,Region X,1869,3,2019-12-01,0,-0.36378307667899623,0.19045011636590337,-0.43713499262368655,-0.45501734115238224,-0.3293271429926767,-0.4870765534946132,-0.05454400951992146,-0.36797745602982784,-0.4888901418823968
January,2020,Region X,945,6,2020-01-01,0,-1.016779536116142,-0.21258028809745386,-0.3314448822009583,-0.6856940746484383,-0.7262515734721375,-0.6670546638541229,-0.39692436806721554,-0.43175549230927657,-0.4370808861639287
February,2020,Region X,1150,3,2020-02-01,0,-1.0098670939646923,-0.5408923828408511,-0.9888159011674565,-0.6843166534746182,-0.7591571363340325,-0.7494531233130177,-0.6216949736128291,-0.8044158128479904,-0.6723383330421292
March,2020,Region X,966,3,2020-03-01,0,-0.7834108977550245,-0.3058962302808481,-0.9818571511237545,-0.6265953405311467,-0.6400159967306553,-0.7191941409221793,-0.46575491434030797,-0.7716972472968342,-0.6709335594279128
April,2020,Region X,323,4,2020-04-01,0,-1.0437790746040216,-0.6855246797621853,-0.7538838776056372,-0.6908559580870116,-0.7856316876310188,-0.7259537533998878,-0.7052915281302772,-0.7373232683619915,-0.6120660329646473
May,2020,Region X,330,0,2020-05-01,0,-0.22868271802823437,-0.05069170232771472,-1.015996315197115,-0.3819146890005276,-0.3314731109254003,-0.6598139911206057,-0.2681992134040636,-0.7581100062872899,-0.6776027197032243
June,2020,Region X,309,0,2020-06-01,0,1.1210433422479231,0.9386792693179382,-0.19543945805893168,0.8260928482404072,0.9704025641376474,0.14113425038745922,0.7753024078408477,0.05473393036267162,-0.3625265822052048
July,2020,Region X,465,3,2020-07-01,0,1.0466719490843337,1.0982962830012961,1.1633286987150933,0.7369231622566774,1.018376981989671,1.1425551093776998,0.9850017566429912,1.3320533140023145,0.8694692273148911
August,2020,Region X,597,4,2020-08-01,0,1.187977456395635,0.6646866175472756,1.0884590760711241,0.9085997169238228,0.8333229510841211,1.1935810108830758,0.44212651638290323,0.9405646352170427,0.778528834907168
September,2020,Region X,357,3,2020-09-01,0,0.4119832021650992,0.7989887001550654,1.2307112184592703,0.08320878778859492,0.38191316947213405,0.6821480909343091,0.6012084161089281,1.1559044757875618,0.9536144940793312
October,2020,Region X,221,5,2020-10-01,0,1.2122737639168424,0.4311634608315307,0.4495184168085955,0.9390770636364686,0.6891946247173238,0.695925948940899,0.18488269767505075,0.32031097337669634,0.111833185137312
November,2020,Region X,281,3,2020-11-01,0,0.02615325115134424,0.174395297934461,1.255170292013982,-0.22033879114625435,-0.12428186448582501,0.3821398632896045,-0.06958357520363023,0.6773041777735442,0.9846970513297848
December,2020,Region X,281,1,2020-12-01,0,0.9303697970174776,0.19045011636590337,0.061103710449655846,0.6027649167684074,0.3713563527026661,0.25573963641625475,-0.05454400951992146,-0.05646027293978298,-0.19774215583435392
January,2016,Region XI,790,6,2016-01-01,1,-1.3009570007991316,0.5212608937132185,-1.2748971299799294,-0.7226049435681344,-0.8255360747810023,-0.7979761370594018,0.2812184995481072,-0.8787589214227788,-0.709982167565441
February,2016,Region XI,711,3,2016-02-01,0,-1.1500191747839588,-0.15190600285894132,-1.2748971299799294,-0.7077934920094545,-0.7800176506764509,-0.7919217851090055,-0.35006400555608536,-0.90524980205651,-0.709982167565441
March,2016,Region XI,564,8,2016-03-01,0,-0.998015588252256,-0.025551012435578127,-1.1229481399751333,-0.6819020364993502,-0.6970149617838296,-0.7657035091116821,-0.2471485461020841,-0.8151133522199976,-0.6948765943875775
April,2016,Region XI,557,4,2016-04-01,0,-1.1543030087951636,-0.22223764195812723,-0.9699262497017364,-0.7083636015566991,-0.7870148353397088,-0.7662745771793814,-0.4042298610988418,-0.7550717077216259,-0.6684709936711455
May,2016,Region XI,628,5,2016-05-01,0,0.04334680826424331,0.027444804527389035,-1.1272606722842005,-0.2083226250098781,-0.1713054994310164,-0.677521519900603,-0.20184075496750922,-0.813099172665599,-0.6954580250090925
June,2016,Region XI,1015,14,2016-06-01,1,0.42697089093700713,0.20413215141200405,0.07841245078908654,0.09643201720926363,0.10540578374925012,0.039854742404793905,-0.04163544863975026,-0.039548528377434444,-0.18548737606673382
July,2016,Region XI,2330,13,2016-07-01,1,0.10950619803282009,0.05104667246065466,0.4646065112347647,-0.16077102802707455,-0.12884360877922937,0.07767720453788972,-0.18125517393061483,0.11763729616406046,0.12531899771079555
August,2016,Region XI,2063,9,2016-08-01,1,-0.51953029987795,-0.06991588767713583,0.1450150561138667,-0.528495202504839,-0.4752868835510486,-0.37098607283686996,-0.2841036129750243,-0.12508007463612275,-0.1369915129096167
September,2016,Region XI,1010,12,2016-09-01,1,0.4179853337930888,-0.0038290116026848454,-0.4882354885447493,0.08849145035840723,0.000662670037344947,-0.28445529320789437,-0.2287308874932841,-0.4533930407007308,-0.5120178501215223
October,2016,Region XI,1035,7,2016-10-01,1,1.3314485390847932,0.15576129643848052,0.4555607579687045,1.0926454687162874,0.5636281155936388,0.7686085700172238,-0.08689348817508398,0.1708069475977067,0.1172207493275008
November,2016,Region XI,749,9,2016-11-01,0,0.2535794373896603,-0.12182876291792831,1.3751434438665766,-0.05000014717710942,-0.13167543346101246,0.6288737130442108,-0.3262191422457442,0.504729909169452,1.141314974397666
December,2016,Region XI,685,5,2016-12-01,0,0.37496917430248194,0.23705317121898103,0.2900534721620115,0.051011087172522306,0.0925045374679296,0.13308715655796394,-0.010229614430181505,0.11038696189014416,-0.024020975212724564
January,2017,Region XI,847,10,2017-01-01,1,2.1632888725573713,0.5212608937132185,0.41225642425035686,2.3531076132645095,1.3476098077747527,1.19429227047355,0.2812184995481072,0.3434431738296106,0.07899611168180717
February,2017,Region XI,479,5,2017-02-01,0,0.6988700374792722,-0.15190600285894132,2.2125564492964096,0.3549132716209257,0.056679742764658904,1.5524759399866497,-0.35006400555608536,0.9172781708674081,2.4268070199927454
March,2017,Region XI,304,2,2017-03-01,0,0.7592097134409196,-0.025551012435578127,0.73832716689142,0.4170534332387866,0.15584494140937322,0.6323360257333623,-0.2471485461020841,0.22809031294637536,0.3889330998231002
April,2017,Region XI,253,0,2017-04-01,0,-0.05634153322621432,-0.22223764195812723,0.799071070932196,-0.27603231817934515,-0.3101908144039018,0.12340188738506298,-0.4042298610988418,0.13209745633383901,0.45230722320891903
May,2017,Region XI,233,1,2017-05-01,0,0.5815030387635735,0.027444804527389035,-0.02194372370096853,0.23901530770714943,0.09729007205196473,0.04823161603373404,-0.20184075496750922,-0.17603153449306744,-0.2545416291877036
June,2017,Region XI,241,2,2017-06-01,0,0.22650754619253768,0.20413215141200405,0.6201739021627235,-0.0715693528049406,-0.0038416506126234635,0.22337936624729657,-0.04163544863975026,0.30140297817364076,0.27073366689588224
July,2017,Region XI,411,3,2017-07-01,0,0.7777034138787114,0.05104667246065466,0.26280022071721454,0.43644646057563674,0.2087502164139346,0.3234448817676419,-0.18125517393061483,-0.00010507346756749879,-0.0460184960302336
August,2017,Region XI,316,3,2017-08-01,0,0.041779573687575774,-0.06991588767713583,0.8176886645279275,-0.2094237649302236,-0.20932326910489832,0.19790643685477136,-0.2841036129750243,0.24299141041084085,0.4720853518019551
September,2017,Region XI,153,109,2017-09-01,0,0.4090832406442343,-0.0038290116026848454,0.07683471698098672,0.08066259462154597,-0.0037081159985126576,0.030852311868312953,-0.2287308874932841,-0.13300369824564806,-0.18661038211242406
October,2017,Region XI,58,72,2017-10-01,0,0.5650049136176057,0.15576129643848052,0.4465990278404259,0.2232500766521472,0.1555607645252319,0.3270941664069336,-0.08689348817508398,0.16529694588919222,0.10923643038593221
November,2017,Region XI,94,0,2017-11-01,0,0.5621212827118153,-0.12182876291792831,0.6035652526340723,0.22050786605496128,0.01036155256525259,0.421082698519001,-0.3262191422457442,0.09454889080318823,0.2546553743380064
December,2017,Region XI,278,2,2017-12-01,0,0.6199636098729947,0.23705317121898103,0.600662303683175,0.27627115295846444,0.2281142291017001,0.4547869057441552,-0.010229614430181505,0.30893086138342757,0.25185870969775853
January,2018,Region XI,234,0,2018-01-01,0,0.4396448581651582,0.5212608937132185,0.6588921286627973,0.10769747335750958,0.2663557542802535,0.37749708215207567,0.2812184995481072,0.5221101801261752,0.30872932819331234
February,2018,Region XI,205,1,2018-02-01,0,-0.014725466892326228,-0.15190600285894132,0.47736538401379797,-0.24834213468709282,-0.26625117949873806,0.012178951932378246,-0.35006400555608536,0.010474916585402692,0.13680816010349947
March,2018,Region XI,191,0,2018-03-01,0,-0.7336706479298025,-0.025551012435578127,0.01995113734447434,-0.6106426488160861,-0.5687165586161829,-0.4991573673470935,-0.2471485461020841,-0.17454357158770373,-0.22630158185719312
April,2018,Region XI,223,1,2018-04-01,0,0.17092194834539717,-0.22223764195812723,-0.7038104074685428,-0.11476141471201796,-0.21149455819992768,-0.4593118403965115,-0.4042298610988418,-0.6216120543111087,-0.5957965572059039
May,2018,Region XI,228,1,2018-05-01,0,0.35747846467092975,0.027444804527389035,0.20684224335217197,0.03602351996237285,-0.014521340869547518,0.07853381032755538,-0.20184075496750922,-0.04416697214795523,-0.09006825369614023
June,2018,Region XI,477,4,2018-06-01,0,-0.20592106146438957,0.20413215141200405,0.3946485407055498,-0.3687419554618625,-0.23950426509915504,-0.12884610469022864,-0.04163544863975026,0.1594711158025985,0.0637109255976394
July,2018,Region XI,783,5,2018-07-01,0,0.35402002845236796,0.05104667246065466,-0.1725253164085505,0.033077298345567274,-0.005307686499951688,-0.1301498856382246,-0.18125517393061483,-0.25409249958246977,-0.34909226824667905
August,2018,Region XI,876,4,2018-08-01,1,-0.1310477072326167,-0.06991588767713583,0.39116693570115785,-0.32366851894447646,-0.29121345218051936,-0.08902610278228552,-0.2841036129750243,0.009608557017501466,0.060706198744599864
September,2018,Region XI,792,2,2018-09-01,1,-0.06157619062140499,-0.0038290116026848454,-0.09715036995446834,-0.27945686105664747,-0.23479440496699158,-0.2552727099780835,-0.2287308874932841,-0.23165156014871566,-0.303123776165148
October,2018,Region XI,609,2,2018-10-01,0,-0.32324635728662293,0.15576129643848052,-0.027213449158259833,-0.4339966213229195,-0.317359005640633,-0.33626360301680747,-0.08689348817508398,-0.12602041363943733,-0.2580341756696523
November,2018,Region XI,742,1,2018-11-01,0,-0.42918285678029144,-0.12182876291792831,-0.29063659886739696,-0.4872797312219053,-0.4459844969043256,-0.46157778352777035,-0.3262191422457442,-0.38082046286915505,-0.41564274282076435
December,2018,Region XI,956,1,2018-12-01,1,-0.27718971537466613,0.23705317121898103,-0.39728278907480336,-0.40916291740495425,-0.2684794404717907,-0.44737842945826684,-0.010229614430181505,-0.32896442712466956,-0.46998393365776875
January,2019,Region XI,627,0,2019-01-01,0,0.10928676630678126,0.5212608937132185,-0.24427141390156268,-0.16093219175089235,0.05911979201426689,-0.2561889880389603,0.2812184995481072,-0.1321565114325132,-0.39031589822865664
February,2019,Region XI,841,5,2019-02-01,1,-1.2792556364211054,-0.15190600285894132,0.14479415436891074,-0.7211438681033909,-0.8385023937709213,-0.731123577320141,-0.35006400555608536,-0.16332535207459867,-0.13715587697711554
March,2019,Region XI,806,2,2019-03-01,1,-0.32035213896820763,-0.025551012435578127,-1.2530503836339497,-0.43246583574893177,-0.3681146305644467,-0.7512254001750287,-0.2471485461020841,-0.8880327838218356,-0.7084920784770335
April,2019,Region XI,339,1,2019-04-01,0,-0.6998491227290601,-0.22223764195812723,-0.28772299157658854,-0.5991217984585278,-0.58965405893209,-0.5531944546921933,-0.4042298610988418,-0.41294021483167986,-0.4140815593394641
May,2019,Region XI,257,0,2019-05-01,0,-0.5005037557236659,0.027444804527389035,-0.669762304813626,-0.5201389442791604,-0.44274313177086133,-0.593734853822611,-0.20184075496750922,-0.5494124493181911,-0.5840469290578562
June,2019,Region XI,584,3,2019-06-01,0,0.6626872152874509,0.20413215141200405,-0.469081481601291,0.31848319881196796,0.2338651971413719,-0.2035575848939183,-0.04163544863975026,-0.38410770770400443,-0.5034956556815628
July,2019,Region XI,1115,10,2019-07-01,1,0.28853981117892197,0.05104667246065466,0.701901948424197,-0.021628992245166994,-0.03839031016194613,0.30474599134745106,-0.18125517393061483,0.25608554277620993,0.35177960892381593
August,2019,Region XI,1284,9,2019-08-01,1,-0.08800025763676986,-0.06991588767713583,0.32524805278976254,-0.2965442479060176,-0.270816420475957,-0.09244304644135515,-0.2841036129750243,-0.026460735463049334,0.0049135660958758475
September,2019,Region XI,1141,9,2019-09-01,1,-0.8347590502391274,-0.0038290116026848454,-0.05381453651193702,-0.6418265330862528,-0.6144148818001729,-0.5566603950755574,-0.2287308874932841,-0.20708056163273877,-0.27546087901800576
October,2019,Region XI,534,4,2019-10-01,0,0.1240190183886426,0.15576129643848052,-0.8055760220770131,-0.15006098868296874,-0.07922747057154113,-0.5177481717093331,-0.08689348817508398,-0.6045863875346976,-0.6275996822370208
November,2019,Region XI,437,2,2019-11-01,0,-0.576192069089575,-0.12182876291792831,0.15962510088134998,-0.5523582753219638,-0.513660067498985,-0.3940270702107397,-0.3262191422457442,-0.14145547739795153,-0.12606879663098305
December,2019,Region XI,501,1,2019-12-01,0,-0.3421997790907952,0.23705317121898103,-0.54527684677079,-0.44392260922955507,-0.30446390956026786,-0.5166782501482496,-0.010229614430181505,-0.42356353164109445,-0.5363547890946994
January,2020,Region XI,220,2,2020-01-01,0,-0.4584488970809737,0.5212608937132185,-0.3097169935988631,-0.5010566351519984,-0.29702479597820125,-0.47722707684515614,0.2812184995481072,-0.17956637784952686,-0.4257658381900635
February,2020,Region XI,312,0,2020-02-01,0,-1.0686051020052538,-0.15190600285894132,-0.42674488868581345,-0.6952956386561374,-0.7431744790945352,-0.6946392109604194,-0.35006400555608536,-0.46200915385341645,-0.48403441545261067
March,2020,Region XI,352,3,2020-03-01,0,-0.562964419633339,-0.025551012435578127,-1.0409886573358536,-0.5469243955667122,-0.48586520358554636,-0.7063022779037978,-0.2471485461020841,-0.7691768739521072,-0.6821305621943924
April,2020,Region XI,80,0,2020-04-01,0,-0.6857855398081191,-0.22223764195812723,-0.5319605825309003,-0.594170715832064,-0.5835465093446582,-0.6040336558944306,-0.4042298610988418,-0.5354277148806955,-0.5308130048909384
May,2020,Region XI,70,0,2020-05-01,0,-0.1522997940768254,0.027444804527389035,-0.6556045070163338,-0.33673379463671255,-0.26895337190058594,-0.5098430527820145,-0.20184075496750922,-0.5412523692470349,-0.578997529231823
June,2020,Region XI,51,0,2020-06-01,0,0.475033669683131,0.20413215141200405,-0.11854482896269014,0.13955877782185636,0.1315987781493462,-0.053082055016066707,-0.04163544863975026,-0.16350138823356417,-0.31644849840969913
July,2020,Region XI,126,2,2020-07-01,0,-0.04624834645574312,0.05104667246065466,0.5129912725639982,-0.2693924237135017,-0.20753560452265374,0.009114244946371204,-0.18125517393061483,0.1458670229894949,0.1693021573475665
August,2020,Region XI,185,3,2020-08-01,0,0.4632791516553115,-0.06991588767713583,-0.011782920566380512,0.128909718682101,-0.009605507983528645,0.004105562522960764,-0.2841036129750243,-0.2108763113357093,-0.24776988157406
September,2020,Region XI,146,2,2020-09-01,0,-0.260817054625463,-0.0038290116026848454,0.5011580085673325,-0.40009117004369804,-0.332618497750517,-0.12095726138951413,-0.2287308874932841,0.1075835049908778,0.15844163220094765
October,2020,Region XI,113,1,2020-10-01,0,0.8696807041013684,0.15576129643848052,-0.22778906928184817,0.5353182943719283,0.31777522965513305,0.025386970001371932,-0.08689348817508398,-0.24934169131103257,-0.3810640066720698
November,2020,Region XI,154,0,2020-11-01,0,-0.11883354544926031,-0.12182876291792831,0.9102821298088297,-0.31606211681789925,-0.3031154453798535,0.12589441663924122,-0.3262191422457442,0.2576035785318507,0.5729205545315751
December,2020,Region XI,127,0,2020-12-01,0,0.4822535025170604,0.23705317121898103,-0.08485438295284278,0.14613226973239543,0.15188872157168593,-0.030539804196730864,-0.010229614430181505,-0.12925743952828245,-0.2953663282547888
January,2016,Region XII,1231,9,2016-01-01,1,-1.2776366185958614,-0.874289672088011,-1.2514205196704864,-0.7210258663709259,-0.8665964031669326,-0.7959379975012486,-0.8002073178479865,-0.9264932024148539,-0.7083717334995139
February,2016,Region XII,843,0,2016-02-01,0,-1.2278064410857912,-0.9570585197940447,-1.2514205196704864,-0.7167829514167415,-0.8577652321040294,-0.7935817383875197,-0.8367584160827551,-0.9303329404306757,-0.7083717334995139
March,2016,Region XII,666,4,2016-03-01,0,-1.198264798210784,-0.6963546139211212,-1.2012565194042195,-0.7137086858327045,-0.8347960604374886,-0.7886118387149379,-0.7111715630882824,-0.9002113920336682,-0.7040445639392606
April,2016,Region XII,654,2,2016-04-01,0,-1.0438008606146667,-0.7529106023168435,-1.1715169708997348,-0.6908599829151985,-0.7924184282398145,-0.7754179881716385,-0.7410189765017312,-0.8935025621550912,-0.7009092504580751
May,2016,Region XII,730,3,2016-05-01,0,0.06958178292597118,-0.1173781588396684,-1.0160182471567907,-0.1897160690412631,-0.2146443470929779,-0.6242622314860026,-0.32265611171838654,-0.7659222249123946,-0.6776068244553118
June,2016,Region XII,1260,5,2016-06-01,1,0.5721845634370963,0.23721098714012145,0.10482317901999565,0.2300948396246005,0.20174958717827962,0.12190399773858916,-0.010077884970151042,-0.007942380851436863,-0.16651133636809837
July,2016,Region XII,3251,15,2016-07-01,1,-0.011380277830182244,0.13220883769523417,0.6107930004257363,-0.24608048984869305,-0.1599988853944331,0.07200220919513997,-0.10854834616684314,0.2520073189845603,0.2616360586791662
August,2016,Region XII,2582,11,2016-08-01,1,-0.3746634379014808,-0.16434766379576998,0.023318736526118666,-0.46052612120464254,-0.43255087961656624,-0.34161293163157064,-0.35980832940839313,-0.23213997742741813,-0.22399502591475653
September,2016,Region XII,1083,1036,2016-09-01,0,0.3385409336870499,-0.09096586182681714,-0.3423981332334576,0.019960615806985875,-0.07838215124223268,-0.22786257311329353,-0.3013273693968415,-0.39849466319799887,-0.44269905801362885
October,2016,Region XII,928,1270,2016-10-01,0,0.9387334972744994,-0.019326288262854045,0.3755841432502968,0.6121975412191227,0.2468060178611444,0.48725922424083834,-0.2418924740288215,0.028105993512614356,0.047329048831076866
November,2016,Region XII,1216,6,2016-11-01,1,-0.19943073175787182,-0.42645314480392327,0.9797975220512792,-0.36494058988045736,-0.4376453894562588,0.09501097959642298,-0.5488653221586518,0.07665228955874165,0.6513264477357943
