Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,Is_Outbreak,rfh,rfh_avg,rfh_lag1,rfh^2,rfh rfh_avg,rfh rfh_lag1,rfh_avg^2,rfh_avg rfh_lag1,rfh_lag1^2
August,2018,Region II,2518,6,2018-08-01,1,0.34747235726733505,0.2143384508787617,0.328920785202878,0.027514991176823864,0.06679450320715725,0.13996214135910023,-0.03195116241240833,0.1234153085711576,0.007967270884000649
September,2018,Region II,3698,12,2018-09-01,1,0.6801986405467589,0.4799807911199918,0.3845754003006861,0.33603635569962104,0.3946272976558891,0.3522932470073537,0.23662580415200105,0.30122827403560337,0.055033436852064826
October,2018,Region II,2921,10,2018-10-01,1,-0.04655358990487453,0.8633497063852442,0.7195306863750724,-0.26959394299425893,0.08434667398343744,0.09633819247264984,0.6803273429528736,0.7840504790653176,0.3696813314402411
November,2018,Region II,2522,5,2018-11-01,1,-0.8976771007222933,1.2233035848225193,-0.012090208905066641,-0.658776087475119,-0.4752881484917932,-0.5758575380032953,1.1572540297041731,0.3294599768089183,-0.2479754025677431
December,2018,Region II,2497,17,2018-12-01,1,0.6569460113167157,0.4126391333965547,-0.8689155737082047,0.3127601317263855,0.34378013458045537,-0.46036008022526875,0.16552940395612004,-0.602154755462351,-0.6448858160868224
January,2019,Region II,1797,18,2019-01-01,1,-0.9656777366195622,-1.1573874137100184,0.6961222829301607,-0.6749729521605801,-0.8181535408893112,-0.5040461338980428,-0.9124379981114089,-0.5089390728335602,0.3459428947894457
February,2019,Region II,2136,3,2019-02-01,1,-1.2870073396021933,-1.3248827002301118,-0.9373717600536687,-0.7216915359014713,-0.8859642939695898,-0.782529188908587,-0.9618233447697445,-0.8937171414077413,-0.6614043135338067
March,2019,Region II,1355,2,2019-03-01,1,-1.205575752643044,-1.1329473988265921,-1.2608540170920388,-0.7145082417664489,-0.8626612989601736,-0.7931813807179601,-0.9041743314990882,-0.9406479025794816,-0.7090506217074717
April,2019,Region II,429,2,2019-04-01,0,-0.7834774458198994,-1.2354265195935052,-1.1788769029411656,-0.626615893814555,-0.7963883400166111,-0.7582090085102731,-0.9370215012903307,-0.9289014415457147,-0.7017246837475889
May,2019,Region II,486,3,2019-05-01,0,0.24717039857457676,-0.43646119885875406,-0.753950871489884,-0.055138036213804406,-0.27173409486692807,-0.46866554249125625,-0.5554701358361045,-0.6886465296142137,-0.6120869943893489
June,2019,Region II,1171,3,2019-06-01,1,-0.6247995854140218,-0.7918735839871934,0.283601497858661,-0.5716097140541566,-0.6763394730827803,-0.3867284826833704,-0.7607425796966505,-0.4149950029513117,-0.02926089099788989
July,2019,Region II,1922,15,2019-07-01,1,-0.2980159450507241,-0.07577735508463145,-0.5942099949890431,-0.42051764372562206,-0.3720520979989752,-0.5220017220029753,-0.288919723713392,-0.5309938210908526,-0.5559885174565813
August,2019,Region II,2446,12,2019-08-01,1,0.6197374066008242,0.2143384508787617,-0.2652371628356093,0.27604997380428026,0.21589347627367583,-0.08808911426554887,-0.03195116241240833,-0.2523294303529974,-0.40189610349563765
September,2019,Region II,2152,11,2019-09-01,1,0.6707123447054488,0.4799807911199918,0.6586644100077094,0.3265093079657735,0.38877814264889915,0.523167970226685,0.23662580415200105,0.4963907537512205,0.30850375692599186
October,2019,Region II,1202,3,2019-10-01,1,-0.5077489090954237,0.8633497063852442,0.7099808398586077,-0.523341284268197,-0.24592432867787403,-0.2059447313702904,0.6803273429528736,0.7761529690474296,0.3599650982849366
November,2019,Region II,957,5,2019-11-01,0,3.078828685329521,1.2233035848225193,-0.4763751717671861,4.121702762074996,2.74397252024033,0.4782784686553929,1.1572540297041731,-0.10459764110546636,-0.5067615868330874
December,2019,Region II,581,0,2019-12-01,0,1.1604030349841403,0.4126391333965547,3.134229654301522,0.874351204474095,0.6454046884693982,2.792835787063518,0.16552940395612004,2.167424988302991,4.23052243144511
January,2020,Region II,324,4,2020-01-01,0,-0.9338284129114836,-1.1573874137100184,1.2029520702453425,-0.6676612894912937,-0.8120544223301966,-0.4065288293120639,-0.9124379981114089,-0.39685672193284877,0.918685884348359
February,2020,Region II,436,0,2020-02-01,0,-1.1979925717081699,-1.3248827002301118,-0.9053090710807146,-0.7136784219980918,-0.8727888349955404,-0.7674909095622484,-0.9618233447697445,-0.8882367462857325,-0.6539474579335848
March,2020,Region II,117,0,2020-03-01,0,-1.1457853544940888,-1.1329473988265921,-1.1712429206949795,-0.7072214431835051,-0.8508321136326784,-0.7827067222751382,-0.9041743314990882,-0.9201743399587086,-0.7008783856527874
April,2020,Region II,18,0,2020-04-01,0,-0.9147465289917005,-1.2354265195935052,-1.118685956439756,-0.663049013147894,-0.8188666964355166,-0.7578240729608817,-0.9370215012903307,-0.9169988504638229,-0.6942931859777093
May,2020,Region II,17,0,2020-05-01,0,-0.3565084376541197,-0.43646119885875406,-0.8860993536391215,-0.451302677193575,-0.5003260376434592,-0.632388722343509,-0.5554701358361045,-0.7464328960158145,-0.6492435923100346
June,2020,Region II,30,0,2020-06-01,0,-1.130772134988317,-0.7918735839871934,-0.3241215088514021,-0.7051240729100408,-0.821246596710289,-0.7038196111260423,-0.7607425796966505,-0.6159860430666247,-0.43329245745802974
July,2020,Region II,54,0,2020-07-01,0,-0.41846442411607254,-0.07577735508463145,-1.1035721602440096,-0.4821319116513762,-0.4289405135571842,-0.7095484835094372,-0.288919723713392,-0.8088099402777275,-0.6921541667180929
August,2020,Region II,108,2,2020-08-01,0,-0.12616231157019975,0.2143384508787617,-0.386492551393768,-0.3206346593844871,-0.19257937862325938,-0.3965126897170077,-0.03195116241240833,-0.32901118554510506,-0.46473389014103483
September,2020,Region II,109,1,2020-09-01,0,-0.2976367319997681,0.4799807911199918,-0.09223224600717202,-0.4203127400136237,-0.20829619967334262,-0.34799765656602444,0.23662580415200105,-0.038278088150447205,-0.30002967107941636
October,2020,Region II,158,2,2020-10-01,0,2.0558805739547727,0.8633497063852442,-0.2648554093573022,2.1718093709082895,1.589940964372217,0.4130345432893214,0.6803273429528736,-0.030014861054312596,-0.4016871308636343
November,2020,Region II,161,0,2020-11-01,0,2.668681245501739,1.2233035848225193,2.1044286000907517,3.279994205097287,2.4119293666630983,3.5953025326942605,1.1572540297041731,2.3081824985127763,2.2419086083765656
December,2020,Region II,96,0,2020-12-01,0,3.1452980398735675,0.4126391333965547,2.7213345511971507,4.265662730671681,1.8345688916122893,4.9694078396650845,0.16552940395612004,1.8817631277598217,3.3720994638184423
January,2016,Region III,1976,3,2016-01-01,0,-1.2852381609628927,-1.5383125751165165,-1.259072986355895,-0.7215690638514095,-0.8937981338302611,-0.7966391109584121,-1.0064220633514251,-0.958116306905148,-0.7089257176420516
February,2016,Region III,1748,5,2016-02-01,0,-1.3026426080817006,-1.5876813273069506,-1.259072986355895,-0.7227090335789814,-0.8970594098571869,-0.7974213932822342,-1.0138130963148335,-0.9602933123102456,-0.7089257176420516
March,2016,Region III,883,3,2016-03-01,0,-1.1525325372885549,-1.4203975931625492,-1.276594029497386,-0.7081290408198033,-0.8729738744695279,-0.7921671787442184,-0.9843216209941436,-0.9554097228524061,-0.7100883245663064
April,2016,Region III,549,0,2016-04-01,0,-1.1369122231251567,-1.346613397280553,-1.1254783400195603,-0.7059948383839807,-0.8654091550345442,-0.7779520703916215,-0.9673034542058131,-0.9276983576682699,-0.6952188064313727
May,2016,Region III,365,0,2016-05-01,0,0.03342360217709426,0.1599692985589311,-1.1097533821124062,-0.21527491212905522,-0.12586175896379206,-0.6705306681591746,-0.08299818344043876,-0.7912318899057288,-0.6930422236067272
June,2016,Region III,363,0,2016-06-01,0,-0.12347519132121065,0.28691192983827324,0.06842276707388469,-0.31896109190333666,-0.16646578046721852,-0.2138586318228406,0.038264951207922435,-0.00923922504197506,-0.19257771973873564
July,2016,Region III,1701,5,2016-07-01,0,1.3593290705998429,2.0802101855667736,-0.08952712417896783,1.1295494882352781,1.9727539158971328,0.3196182759442537,2.527723818579874,0.595316798619765,-0.29832287036819266
August,2016,Region III,2877,8,2016-08-01,1,2.5197181607940973,2.620551872404319,1.403210752879513,2.994141838306356,3.724585764303974,2.588840287455587,3.562126406869252,2.829480013855006,1.1789518235068088
September,2016,Region III,3194,12,2016-09-01,1,0.8646981525975062,1.47751778618725,2.571373531703934,0.5298589421699791,1.103014027212891,1.987619110716816,1.5292807113629925,3.047876430718831,3.0805707215126
October,2016,Region III,3155,11,2016-10-01,1,1.2574000846427482,0.23406856765753595,0.9052661991528346,0.9964303180256093,0.5788656400788478,1.0959828730597874,-0.013096996685813347,0.5015680714543833,0.5673527920564687
November,2016,Region III,2207,13,2016-11-01,0,-0.3188404026125123,-0.4396368607376618,1.3005989233780286,-0.43166467334907627,-0.48697969145935727,0.11700931055869843,-0.5575564739517077,0.20719736431862315,1.0431892104359648
December,2016,Region III,1971,5,2016-12-01,0,-0.4497440389567974,-0.8920759132696573,-0.28620112778362283,-0.49700150810515725,-0.6517404127370011,-0.4672564313568249,-0.8083223910347452,-0.6370898329353684,-0.41326448768308904
January,2017,Region III,2301,6,2017-01-01,0,-0.7302581702659812,-1.5383125751165165,-0.41798171490079633,-0.6095049671852992,-0.8424047707172507,-0.5914949671531272,-1.0064220633514251,-0.8681704675897499,-0.479898762838894
February,2017,Region III,1264,9,2017-02-01,0,-1.094297643483966,-1.5876813273069506,-0.7003750689048387,-0.6995809175051273,-0.8804361987193858,-0.7305122407457598,-1.0138130963148335,-0.9088158410698257,-0.5946362838148134
March,2017,Region III,1006,3,2017-03-01,0,-1.1746025518816796,-1.4203975931625492,-1.0668533185106752,-0.7109462025604754,-0.8756932729381285,-0.7765853013719192,-0.9843216209941436,-0.9255654361199804,-0.6865009368997015
April,2017,Region III,644,3,2017-04-01,0,-0.9917978084268688,-1.346613397280553,-1.1476962062453488,-0.6806084522279847,-0.8447488360547317,-0.7684895641557145,-0.9673034542058131,-0.931351251543436,-0.6980919105737321
May,2017,Region III,430,2,2017-05-01,0,0.4628167462472451,0.1599692985589311,-0.9636668156719603,0.12849214685684993,0.10322340343016805,-0.5470768682492473,-0.08299818344043876,-0.7012281871401544,-0.6671517217688995
June,2017,Region III,756,2,2017-06-01,0,-0.3777889818077652,0.28691192983827324,0.5006925054089567,-0.46209816548484267,-0.31052583649827004,-0.18928501234823533,0.038264951207922435,0.2735329948466,0.15801576835240086
July,2017,Region III,3263,6,2017-07-01,1,1.553579246896568,2.0802101855667736,-0.34554461581051427,1.396952808376622,2.173227653816728,0.16424493107216243,2.527723818579874,0.2901945021900681,-0.44430231950486926
August,2017,Region III,4764,18,2017-08-01,1,2.0898790712823607,2.620551872404319,1.5987622516375108,2.228601758929075,3.220676151732193,2.430240268089285,3.562126406869252,3.094217916528106,1.451665163208588
September,2017,Region III,3263,9,2017-09-01,1,0.7797008906362111,1.47751778618725,2.138654860445717,0.438550827954283,1.0285930686957814,1.5919288707829768,1.5292807113629925,2.610350096401554,2.2998287635885544
October,2017,Region III,2811,6,2017-10-01,0,0.07721573428790889,0.23406856765753595,0.8196995227989987,-0.18424023820318475,-0.07347731676275249,0.22291534385505357,-0.013096996685813347,0.44694966447955115,0.4742315071132907
November,2017,Region III,2310,7,2017-11-01,0,0.45658118707103057,-0.4396368607376618,0.11250827181492941,0.12287112537451518,-0.1939941126173023,0.07295898476983424,-0.5575564739517077,-0.311204045531683,-0.16092676802876363
December,2017,Region III,2388,10,2017-12-01,0,-0.7113996147833586,-0.8920759132696573,0.4944151729207724,-0.6031176317213555,-0.7198700006532988,-0.38506583185398363,-0.8083223910347452,-0.40236900748098814,0.15228312621402845
January,2018,Region III,2497,5,2018-01-01,0,-1.0146885382917203,-1.5383125751165165,-0.6813901760242042,-0.6852798108377822,-0.8687441584958223,-0.7109248939208754,-1.0064220633514251,-0.8963392239692258,-0.5881221104483534
February,2018,Region III,1829,4,2018-02-01,0,-1.2960590658113653,-1.5876813273069506,-0.9867108953123229,-0.7222947994901895,-0.8965341290403179,-0.7858656520587921,-1.0138130963148335,-0.9351983347369592,-0.6719158428977964
March,2018,Region III,1237,3,2018-03-01,0,-1.1972078355301694,-1.4203975931625492,-1.2699663827037273,-0.7135909839895027,-0.8784786255928176,-0.7934618041241689,-0.9843216209941436,-0.9544666661118206,-0.7096658647340461
April,2018,Region III,724,1,2018-04-01,0,-0.9532243006044053,-1.346613397280553,-1.1704529274055877,-0.6721715831093632,-0.8392570248005614,-0.7687678629864957,-0.9673034542058131,-0.9350927398799086,-0.7007892113249345
May,2018,Region III,695,2,2018-05-01,0,-0.5070600934529363,0.1599692985589311,-0.9248348958722393,-0.5230379058450257,-0.41421474478711745,-0.6672559764931448,-0.08299818344043876,-0.6773039027064073,-0.6585473156876666
June,2018,Region III,1174,5,2018-06-01,0,1.5095550777651479,0.28691192983827324,-0.47568174160498844,1.3347731485966445,0.7585899611616329,0.033020624866602816,0.038264951207922435,-0.3651689284792425,-0.5064521840069267
July,2018,Region III,4576,19,2018-07-01,1,1.9742299562589454,2.0802101855667736,1.5544431554114453,2.037667724843974,2.607355548432322,2.27791937093226,2.527723818579874,2.554604751072266,1.3882507573173115
August,2018,Region III,5581,18,2018-08-01,1,2.881456030754846,2.620551872404319,2.0222309878705946,3.7066431043604093,4.148658852006449,3.715235172465621,3.562126406869252,3.667510505897175,2.1051032154145157
September,2018,Region III,5026,12,2018-09-01,1,1.2937434060597928,1.47751778618725,2.9355347591320857,1.043326542472564,1.478672704599691,2.812380133383708,1.5292807113629925,3.416083622874035,3.8072206363477603
October,2018,Region III,3302,5,2018-10-01,1,-0.4812879445913459,0.23406856765753595,1.337185716288273,-0.5115244112055003,-0.3821883593871204,-0.00673834425762568,-0.013096996685813347,0.7772683437160247,1.0910166868546312
November,2018,Region III,2859,7,2018-11-01,0,-1.1869667768187804,-0.4396368607376618,-0.4497369397408204,-0.7124229768592314,-0.8149928802057268,-0.7317817227105007,-0.5575564739517077,-0.5565293580140399,-0.4947100576446817
December,2018,Region III,2226,4,2018-12-01,0,-0.5303879340583071,-0.8920759132696573,-1.1601432617050962,-0.5331864246935356,-0.6727383804809518,-0.7354730221070729,-0.8083223910347452,-0.8998724815788924,-0.6995980102391611
January,2019,Region III,1813,4,2019-01-01,0,-1.121952073267699,-1.5383125751165165,-0.4991658602819239,-0.703841793424329,-0.8786771901261755,-0.7174530588425896,-1.0064220633514251,-0.8768522555754652,-0.5168022292746542
February,2019,Region III,1840,5,2019-02-01,0,-1.337951082674862,-1.5876813273069506,-1.0946930110896211,-0.7245780814152137,-0.8998765656701391,-0.794317073609857,-1.0138130963148335,-0.9451476223318831,-0.6908464240887393
March,2019,Region III,1230,3,2019-03-01,0,-1.3119826773319838,-1.4203975931625492,-1.3121390429289534,-0.7232612586377503,-0.892620824172377,-0.7997768039151001,-0.9843216209941436,-0.960467470429255,-0.7119944874262585
April,2019,Region III,460,1,2019-04-01,0,-0.9216536515665567,-1.346613397280553,-1.2859966698203806,-0.6647385748061085,-0.8347622288777868,-0.7844905078310143,-0.9673034542058131,-0.9540895699396227,-0.7106515155542279
May,2019,Region III,428,1,2019-05-01,0,0.19579088160817543,0.1599692985589311,-0.8930527484692763,-0.09561940598144056,-0.039237333097649346,-0.5480723712928779,-0.08299818344043876,-0.6577229719075848,-0.6509667048061705
June,2019,Region III,1371,4,2019-06-01,0,0.09717155188185077,0.28691192983827324,0.23187777878777563,-0.1697947087695533,-0.04147695415116148,-0.03808174427428651,0.038264951207922435,0.09768599413314637,-0.07054612836591981
July,2019,Region III,2228,18,2019-07-01,0,1.2448218374554296,2.0802101855667736,0.13259777759471053,0.9803464282311801,1.8545779971673328,0.4552023411685904,2.527723818579874,0.8600458204201425,-0.14619438335409451
August,2019,Region III,6593,17,2019-08-01,1,2.3743628808417085,2.620551872404319,1.2879364118883536,2.725409295653098,3.554182642314133,2.329988025173682,3.562126406869252,2.6734214438115727,1.0267859313034706
September,2019,Region III,9713,121,2019-09-01,1,1.4761379438666427,1.47751778618725,2.425044486402794,1.2881916557176072,1.6383716880569705,2.6008077867773043,1.5292807113629925,2.8999216160846593,2.8065017639739174
October,2019,Region III,5682,5,2019-10-01,1,-0.664280040623376,0.23406856765753595,1.5208021531604754,-0.5864173889347786,-0.4833366291199678,-0.11710673805931393,-0.013096996685813347,0.8944732849817482,1.3407442623170918
November,2019,Region III,3003,4,2019-11-01,1,-0.0703786573169495,-0.4396368607376618,-0.6339549380054339,-0.28518603482812105,-0.3931008141698607,-0.48204950814503705,-0.5575564739517077,-0.6369094787519103,-0.5710902389601812
December,2019,Region III,2797,11,2019-12-01,0,-0.4124016202108498,-0.8920759132696573,-0.03607488541483075,-0.4791958350570622,-0.6420172352624817,-0.37659214123839047,-0.8083223910347452,-0.5618802350527364,-0.2638771177547563
January,2020,Region III,2859,6,2020-01-01,0,-1.1791967710604254,-1.5383125751165165,-0.38038913150018133,-0.7115034411362036,-0.8839782777136067,-0.72416728075492,-1.0064220633514251,-0.864150337336641,-0.46173950976747646
February,2020,Region III,3091,14,2020-02-01,1,-1.1975735895672759,-1.5876813273069506,-1.1523212030569558,-0.7136317740897062,-0.8886762723900585,-0.7850727367877276,-1.0138130963148335,-0.9504573854471102,-0.6986602146356157
March,2020,Region III,1404,4,2020-03-01,0,-1.2501080981777313,-1.4203975931625492,-1.1708211317053032,-0.7188282101605153,-0.8849968312163504,-0.7901724083049154,-0.9843216209941436,-0.9403591555334725,-0.7008308114234203
April,2020,Region III,207,0,2020-04-01,0,-0.966471676150137,-1.346613397280553,-1.223707579950255,-0.6751490400209683,-0.8411430883249138,-0.7772874155529064,-0.9673034542058131,-0.9438484679110153,-0.7061304368531571
May,2020,Region III,201,0,2020-05-01,0,-0.07596310678568065,0.1599692985589311,-0.9381710183508142,-0.288801580326499,-0.18422056681281596,-0.6093708358276658,-0.08299818344043876,-0.6855202666942368,-0.6615838980971622
June,2020,Region III,280,3,2020-06-01,0,-0.18597423379320166,0.28691192983827324,-0.041696746275747196,-0.3569951859473974,-0.2018693484104917,-0.2839302310630027,0.038264951207922435,-0.08127466144068941,-0.2675644597338507
July,2020,Region III,698,12,2020-07-01,0,0.34931755508149664,2.0802101855667736,-0.15244486077689165,0.029080435637830485,0.9303827442565948,-0.12099582032366868,2.527723818579874,0.5203312804249928,-0.3371122347029537
August,2020,Region III,1272,3,2020-08-01,0,1.0622579139817279,2.620551872404319,0.3864329594800049,0.755392016217029,2.0159737598810006,0.5627831383918521,3.562126406869252,1.4529647622777841,0.05662996746676739
September,2020,Region III,1073,3,2020-09-01,0,0.3540188642897092,1.47751778618725,1.1041494545993746,0.03307630756214643,0.6558791283498216,0.5663896306895301,1.5292807113629925,1.5643509562783344,0.7973644381499758
October,2020,Region III,1013,5,2020-10-01,0,1.5582805561047806,0.23406856765753595,0.3911657637395305,1.403647528180935,0.7451763154834349,0.8388271932198835,-0.013096996685813347,0.1734105689796079,0.06070518828648185
November,2020,Region III,1731,1,2020-11-01,0,0.9364390943633081,-0.4396368607376618,1.6034950558970364,0.6096065826640735,-0.012684424312980218,1.374490883266761,-0.5575564739517077,0.3393604967609791,1.458492824866778
December,2020,Region III,2162,6,2020-12-01,0,0.34424167653782267,-0.8920759132696573,0.9774877484562591,0.02477802758700376,-0.4450032949163916,0.49016248837274495,-0.8083223910347452,-0.25711557941172153,0.6486840386579905
January,2016,Region IV-A,2993,14,2016-01-01,0,-0.9784394235040523,-0.893802958729149,-0.9502189401413216,-0.6777669645528142,-0.7896045986499466,-0.7401030584662102,-0.8091027671444103,-0.8369871371842589,-0.664253808634509
February,2016,Region IV-A,2035,5,2016-02-01,0,-1.1522213048693013,-1.2124679966671672,-0.9502189401413216,-0.7080876528013087,-0.8578678943204554,-0.7643160991963959,-0.9300743305794927,-0.8805466814392585,-0.664253808634509
March,2016,Region IV-A,1327,9,2016-03-01,0,-0.8378874657466366,-1.128296648341582,-1.1251650225893917,-0.6427138819108587,-0.7891997427500049,-0.7522471499297467,-0.9025713144044288,-0.9092550675184063,-0.6951765965413035
April,2016,Region IV-A,838,1,2016-04-01,0,-1.2393848167760384,-1.332488238673545,-0.8087253954927506,-0.7178743832984326,-0.8792945075722834,-0.7681605154156623,-0.9637655525290337,-0.873090204755424,-0.6285046517838118
May,2016,Region IV-A,714,1,2016-05-01,0,-0.5962456440090024,-0.4941792036911533,-1.2129124610490416,-0.5604371510895949,-0.6036197269008201,-0.7538907261566339,-0.5926797889169722,-0.8926868722668266,-0.7051576691668084
June,2016,Region IV-A,778,4,2016-06-01,0,-0.07472654614466842,0.039580880546333776,-0.5654647647727772,-0.28800227413233515,-0.22596194887271043,-0.4546816251791127,-0.1912870261135335,-0.48623999010233765,-0.5445940928941507
July,2016,Region IV-A,2270,6,2016-07-01,0,0.24071000725110073,0.8769986991397408,-0.040451901656992695,-0.060297276158403176,0.29598673081437055,-0.10538149965492677,0.6973461001737087,0.1611504070495819,-0.26674928114317525
August,2016,Region IV-A,3218,2,2016-08-01,1,0.413153735380648,0.6622503092515807,0.27709782702574964,0.08423766246791245,0.3172526029983965,0.1455773612962566,0.4393157993641788,0.3166828483576438,-0.03452258167125416
September,2016,Region IV-A,3454,28,2016-09-01,1,0.13685713901925162,0.9784812150327153,0.45069679167038673,-0.14050313731931055,0.2625645815797351,0.08664747288497936,0.8265176357242704,0.6258245525987648,0.11288249091924084
October,2016,Region IV-A,3175,20,2016-10-01,1,1.356836663023105,0.9018265503179554,0.1725492267607348,1.1262353350791876,1.1171938721633055,0.5419151423731663,0.728519018743016,0.34992045218420015,-0.11632114815609255
November,2016,Region IV-A,2023,10,2016-11-01,0,0.919841950715641,0.644041488593436,1.400701648144378,0.5909389612894916,0.6425333683413902,1.2135192460423492,0.4183934271448063,1.1628115725699912,1.1755718588339583
December,2016,Region IV-A,1457,8,2016-12-01,0,1.71034765417709,0.8725146442227444,0.9607794170803055,1.625874887742261,1.3499733660804432,1.4692182032763774,0.6917457229360946,0.9900614842298833,0.6296457209338142
January,2017,Region IV-A,1764,14,2017-01-01,0,0.40855707792788887,-0.893802958729149,1.7565808831881022,0.08020104853343431,-0.4290818830699783,0.975060448071164,-0.8091027671444103,-0.02449035960141471,1.6851331125305329
February,2017,Region IV-A,1243,5,2017-02-01,0,-0.810010025730203,-1.2124679966671672,0.4460693402502599,-0.6346422351921968,-0.7972283210724591,-0.4515179671622051,-0.9300743305794927,-0.5948237158020823,0.1087657190460405
March,2017,Region IV-A,927,2,2017-03-01,0,-0.9962933712878538,-1.128296648341582,-0.7806611986890244,-0.6815455814930997,-0.8207306997609707,-0.7200484771826502,-0.9025713144044288,-0.8300654818961805,-0.6202727205857411
April,2017,Region IV-A,647,0,2017-04-01,0,-0.6969638231901252,-1.332488238673545,-0.9681924952465493,-0.5981137164291966,-0.8000794718781927,-0.7049186537317157,-0.9637655525290337,-0.8999838992918513,-0.6681074602821189
May,2017,Region IV-A,435,1,2017-05-01,0,-0.253997182808097,-0.4941792036911533,-0.6668576760510626,-0.3962747230580969,-0.47915074663123847,-0.5372172314874603,-0.5926797889169722,-0.6633551755541767,-0.583018828820481
June,2017,Region IV-A,815,5,2017-06-01,0,-0.19131627872609422,0.039580880546333776,-0.2209235097202127,-0.3601597340062028,-0.28451961855274305,-0.3540738816824288,-0.1912870261135335,-0.2864043479447858,-0.3771717737607958
July,2017,Region IV-A,2727,5,2017-07-01,0,1.0301128606204681,0.8769986991397408,-0.15782269318340625,0.7174280590951424,0.8640908500015266,0.1357867024132203,0.6973461001737087,0.06360709013606666,-0.340339623462777
August,2017,Region IV-A,3121,17,2017-08-01,0,0.4288394690178989,0.6622503092515807,1.0717890548185887,0.09808811999375597,0.32766652619791703,0.6053910075080359,0.4393157993641788,0.9259618256818382,0.758646603496568
September,2017,Region IV-A,2520,6,2017-09-01,0,1.8004475962934927,0.9784812150327153,0.4664876073100988,1.7627454087808683,1.503619435283427,1.0462241736021234,0.8265176357242704,0.6394282624276637,0.12700798691635065
October,2017,Region IV-A,2759,20,2017-10-01,0,0.9723754697878365,0.9018265503179554,1.8472844236160784,0.6504759521845925,0.8380331841222003,1.5866184992048364,0.728519018743016,1.7542083009858633,1.824721569694906
November,2017,Region IV-A,2635,21,2017-11-01,0,1.5689283758361745,0.644041488593436,1.013664869157874,1.4188491032573396,1.0704002040117984,1.4154160807712932,0.4183934271448063,0.8681886215518649,0.6903649805683433
December,2017,Region IV-A,2828,14,2017-12-01,0,1.8372706174016564,0.8725146442227444,1.6142142075944765,1.8197970939027228,1.441167385129544,2.213710787612914,0.6917457229360946,1.5322329368774357,1.473996268524928
January,2018,Region IV-A,2457,17,2018-01-01,0,-0.03696191147266376,-0.893802958729149,1.8843541298257616,-0.26324036358706754,-0.5448858636390034,0.598910902014254,-0.8091027671444103,0.01386317886849002,1.8829061710565165
February,2018,Region IV-A,1975,9,2018-02-01,0,-0.9323982455527463,-1.2124679966671672,-0.0024342738177366746,-0.6673216212100266,-0.8189154187020037,-0.589176934786529,-0.9300743305794927,-0.6866011692908139,-0.24149565557627065
March,2018,Region IV-A,1494,10,2018-03-01,0,-0.973867517442933,-1.128296648341582,-0.9038693227324369,-0.6767749270504355,-0.8162667965302012,-0.7329863777631439,-0.9025713144044288,-0.8583867939147994,-0.6536010446155821
April,2018,Region IV-A,946,10,2018-04-01,0,-1.085749046386178,-1.332488238673545,-0.9456164059275713,-0.6981900216542731,-0.8568575754121451,-0.7545684410587601,-0.9637655525290337,-0.8961765029642762,-0.6632420715317682
May,2018,Region IV-A,675,4,2018-05-01,0,-0.6667446441152803,-0.4941792036911533,-1.0582474525772663,-0.587317131803211,-0.6292588155981468,-0.7219158742977101,-0.5926797889169722,-0.8277307730083248,-0.6850824210321225
June,2018,Region IV-A,991,2,2018-06-01,0,0.972412722992917,0.039580880546333776,-0.6364360523903696,0.650518638561224,0.2999680286090131,-0.23779698016197812,-0.1912870261135335,-0.5274036900303656,-0.5720078486682184
July,2018,Region IV-A,2793,17,2018-07-01,0,0.41319092391002543,0.8769986991397408,1.0137023719299483,0.08427036112714553,0.4201148851741861,0.5607995512621915,0.6973461001737087,1.0372261584948395,0.6904085145989783
August,2018,Region IV-A,3756,18,2018-08-01,1,0.15834140517061274,0.6622503092515807,0.45073422933348184,-0.1243325631827109,0.14808002245703394,0.09885661252872589,0.4393157993641788,0.4498075210913987,0.11291583889920799
September,2018,Region IV-A,4697,31,2018-09-01,1,0.6621551670821089,0.9784812150327153,0.1941774204937318,0.31795217080351834,0.6544420803461988,0.22061169965758967,0.8265176357242704,0.4048343789054655,-0.09982946332825907
October,2018,Region IV-A,3914,18,2018-10-01,1,-0.3552977084889917,0.9018265503179554,0.7013663359169156,-0.4506819914095906,-0.12600210594847625,-0.11019165938529124,0.728519018743016,0.7933406669267168,0.35123803591124847
November,2018,Region IV-A,3575,16,2018-11-01,1,-0.4825304165916367,0.644041488593436,-0.32290266875897855,-0.5120867394988952,-0.28188686910227617,-0.4891190188479945,0.4183934271448063,-0.1492430377525998,-0.43265944627115915
December,2018,Region IV-A,3137,5,2018-12-01,0,1.646378099642665,0.8725146442227444,-0.45098773532028275,1.5310480360769358,1.304011306681835,0.09515068056935727,0.6917457229360946,-0.1813176019905433,-0.49528355249440703
January,2019,Region IV-A,2157,6,2019-01-01,0,-0.7210995021347026,-0.893802958729149,1.6921827832606164,-0.6064241283417094,-0.7227141002359778,-0.13073186792725314,-0.8091027671444103,-0.04382065814162282,1.5884232160438825
February,2019,Region IV-A,3252,14,2019-02-01,1,-1.2668410148825062,-1.2124679966671672,-0.6911550449447944,-0.7202070873510638,-0.8781784180369594,-0.7672628903115775,-0.9300743305794927,-0.8275343447573869,-0.5914942665441444
